partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility
University of Illinois at Urbana-Champaign,Formal Financial Accounting,"[Accounting, Accounts Payable and Receivable, Finance, Financial Accounting, General Accounting, Generally Accepted Accounting Principles (GAAP), Payments, Cost Accounting, Financial Analysis]",48,357,Beginner , Course , 1 - 3 Months,false
University of Virginia,Cost and Economics in Pricing Strategy,"[Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Business Analysis, Design and Product, Product Management, Product Strategy]",48,649,Beginner , Course , 1 - 4 Weeks,false
University of California Irvine,Essentials of Management and Strategic Planning,"[Entrepreneurship, Leadership and Management, Strategy and Operations, Marketing, People Management, Planning, Sales, Strategy, Supply Chain and Logistics]",46,92,Beginner , Course , 1 - 4 Weeks,false
University of Pennsylvania,English for Journalism,"[Journalism]",48,27000,Mixed , Course , 1 - 3 Months,false
University System of Georgia,Professional Selling: 3 Steps to High-Performance,"[(17 reviews)]",47,17,Beginner , Specialization , 3 - 6 Months,false
University of London,Global Energy and Climate Policy,"[(610 reviews)]",47,610,Beginner , Course , 1 - 3 Months,false
Universidade de São Paulo,Marketing Digital,"[Digital Marketing, Marketing, Customer Analysis, Market Analysis, Social Media, E-Commerce, Strategy, Marketing Design, Media Strategy & Planning, Product Marketing, Search Engine Optimization]",48,21000,Beginner , Course , 1 - 3 Months,false
University of Maryland College Park,Fundamentals of Technology Sales,"[Communication, Problem Solving, Sales, Business Communication, Decision Making, Sales Systems, Negotiation]",46,69,Beginner , Course , 1 - 3 Months,false
University of Toronto,Aboriginal Worldviews and Education,"[Critical Thinking]",47,432,Beginner , Course , 1 - 3 Months,false
HEC Paris,Entrepreneurship Strategy: From Ideation to Exit,"[Entrepreneurship, Leadership and Management, Strategy and Operations, Business Development, Strategy, Decision Making, Entrepreneurial Finance, Marketing, Organizational Development, People Development, Sales]",48,875,Beginner , Course , 1 - 4 Weeks,false
École des Ponts ParisTech,The hidden value – Lean in manufacturing and services,"[Strategy and Operations, Operations Management, Entrepreneurship, Performance Management, Business Process Management, Business Analysis, Business Psychology, Leadership and Management, Organizational Development]",48,773,Beginner , Course , 1 - 4 Weeks,false
Coursera Project Network,Spreadsheets for Beginners using Google Sheets,"[Data Analysis, Microsoft Excel]",47,21000,Beginner , Guided Project , Less Than 2 Hours,false
DeepLearningAI,AI and Climate Change,"[Computer Vision]",48,46,Beginner , Course , 1 - 4 Weeks,false
Google,Google Project Management:,"[]",0,0,,0,0,false
Universidad Nacional Autónoma de México,Finanzas personales,"[Behavioral Economics, Benefits, Finance, Negotiation, Planning, Account Management, Emotional Intelligence, Investment Management, Strategy, Strategy and Operations]",48,81000,Mixed , Course , 1 - 3 Months,false
Stanford University,Social and Economic Networks:  Models and Analysis,"[Network Analysis, Probability Distribution, Network Architecture, Mathematical Theory & Analysis, Statistical Analysis]",48,714,Advanced , Course , 1 - 3 Months,false
University of London,Business and Marketing Strategies,"[Leadership and Management, Strategy, Strategy and Operations, Market Analysis, Marketing, Marketing Management, Market Research, Operations Management]",44,130,Beginner , Specialization , 3 - 6 Months,false
University of Maryland College Park,Interviewing and Resume Writing in English,"[Communication, Human Resources, Strategy, Writing, Business Communication, Leadership and Management, Marketing, Recruitment, Critical Thinking, Professional Development, Decision Making]",46,710,Intermediate , Specialization , 3 - 6 Months,false
Fundação Instituto de Administração,Strategic Sales Management,"[Sales, Marketing, Strategy, Leadership and Management, Strategy and Operations, Customer Relationship Management, B2B Sales, Decision Making, Customer Analysis, Entrepreneurship, Market Analysis, Business Analysis, Business Intelligence]",45,427,Intermediate , Specialization , 3 - 6 Months,false
The University of Melbourne,Essentials of Corporate Finance,"[Finance, Investment Management, Financial Analysis, Risk Management, Financial Management, Leadership and Management, Accounting, Financial Accounting, Management Accounting, Business Analysis, Decision Making, Market Analysis, Accounts Payable and Receivable, Cash Management, General Accounting, Securities Trading, Account Management, Operational Analysis, Banking, Correlation And Dependence, Probability & Statistics]",46,18000,Intermediate , Specialization , 3 - 6 Months,false
University of Illinois at Urbana-Champaign,Innovation: From Creativity to Entrepreneurship,"[Entrepreneurship, Leadership and Management, Innovation, Strategy, Strategy and Operations, Research and Design, Creativity, Critical Thinking, Marketing, Business Psychology, Decision Making, Business Analysis, Business Development, Communication, Human Learning, Problem Solving, People Analysis, Sales, Collaboration, Emotional Intelligence, Influencing, Product Strategy, Business Design, Human Resources, People Management, Storytelling, Entrepreneurial Finance, Market Analysis, Experiment, Finance]",48,32000,Beginner , Specialization , 3 - 6 Months,true
Coursera Project Network,Excel for Beginners: Pivot Tables,"[Microsoft Excel]",46,52,Beginner , Guided Project , Less Than 2 Hours,false
University of Massachusetts Global,Bachelor of Arts in Psychology,0,0,0,0,Degree , 1 - 4 Years,true
Pontificia Universidad Católica de Chile,Magíster en Salud Pública Global,0,0,0,0,Degree , 24 meses,true
Universidad de los Andes,Maestría en Inteligencia Artificial,0,0,0,0,Degree , 24 meses,true
Universidad de los Andes,Maestría en Ingeniería de Software,"[Software Engineering, Correlation And Dependence, HTML and CSS, System Programming, Web Design, Web Development, Computer Programming, Angular, Data Model, DevOps, Leadership and Management, Python Programming, Scrum (Software Development), User Experience]",0,0,0,Degree , 26 meses,true
Illinois Institute of Technology,Master of Information Technology,0,0,0,0,Degree , 1 - 4 Years,true
Universidad de los Andes,Analítica de datos: visualización predicción y toma de decisiones,0,0,0,0,Mastertrack , 4 meses,true
Universidad de los Andes,Introducción a la Inteligencia Artificial,0,0,0,0,Mastertrack , 4 meses,true
Universidad de Palermo,Administración de Empresas Certificado MasterTrack®,"[Marketing]",0,0,0,Mastertrack , 4 meses,true
Universidad de los Andes,Principios de ingeniería de software automatizada y ágil Programa de Certificado MasterTrack®,"[Software Engineering, Correlation And Dependence, HTML and CSS, System Programming, Web Design, Web Development, Computer Programming, Angular, Python Programming]",0,0,0,Mastertrack , 4 meses,true
Pontificia Universidad Católica de Chile,Certificado en Gestión de Inversiones,0,0,0,0,Mastertrack , 6 meses,true
University of Michigan,Sustainability and Development MasterTrack® Certificate,"[Epidemiology]",0,0,0,Mastertrack , 4-6 months to complete,true
Pontificia Universidad Católica de Chile,Certificado en Bases de la Salud Pública,0,0,0,0,Mastertrack , 4 meses,true
Rutgers University,Supply Chain Excellence MasterTrack® Certificate,0,0,0,0,Mastertrack , 4 months to complete,true
Universidad de los Andes,Metodologías ágiles de desarrollo de software Programa de Certificado MasterTrack®,"[Scrum (Software Development)]",0,0,0,Mastertrack , 4 meses,true
Pontificia Universidad Católica de Chile,Certificado en Toma de Decisiones Basadas en Datos,"[SQL]",0,0,0,Mastertrack , 6 meses,true
Pontificia Universidad Católica de Chile,Certificado en Finanzas Corporativas,0,0,0,0,Mastertrack , 6 meses,true
Pontificia Universidad Católica de Chile,Certificado en Gestión y Políticas en Salud Pública,0,0,0,0,Mastertrack , 4 meses,true
University of Illinois at Urbana-Champaign,Instructional Design MasterTrack® Certificate,"[Creativity]",0,0,0,Mastertrack , 4 months,true
University of Michigan,Construction Engineering and Management MasterTrack® Certificate,"[Accounting, Finance, Leadership and Management, Planning]",0,0,0,Mastertrack , 6-7 months to complete,true
Pontificia Universidad Católica de Chile,Certificado en Introducción a la Ciencia de Datos,"[Leadership and Management, Strategy, Finance, Financial Analysis, General Statistics, Machine Learning, Python Programming]",0,0,0,Mastertrack , 4 meses,true
University of Michigan,Social Work MasterTrack® Certificate,"[Communication, Problem Solving, Writing]",0,0,0,Mastertrack , 4 months,true
Pontificia Universidad Católica de Chile,Certificado en Modelos Analíticos para la Toma de Decisiones de Negocio,0,0,0,0,Mastertrack , 6 meses,true
University of Pennsylvania,Master of Computer and Information Technology,"[Computer Programming, Data Structures, Databases, Graph Theory, Operating Systems, Python Programming]",0,0,0,Degree , 16 – 60 months,true
Illinois Institute of Technology,Bachelor in Information Technology,0,0,0,0,Degree , 1 - 4 Years,true
University of London,Master of Science in Cyber Security,0,0,0,0,Degree , 24 - 60 months,true
Louisiana State University,Master of Science in Construction Management,0,0,0,0,Degree , 1 - 4 Years,true
Universidad de los Andes,Maestría en Inteligencia Analítica de Datos,"[Computer Programming, Extract, Transform, Load, Python Programming]",0,0,0,Degree , 24 meses,true
Imperial College London,Master of Science in Machine Learning and Data Science,0,0,0,0,Degree , 24 months,true
SP Jain Institute of Management and Research,Post Graduate Diploma in Management Online,0,0,0,0,Postgraduate Diploma , 6 - 12 Months,false
Pontificia Universidad Católica de Chile,Magíster en Inversiones y Finanzas Aplicadas,0,0,0,0,Degree , 24 meses,true
Louisiana State University,Master of Arts in Education - Educational Technology,0,0,0,0,Degree , 1 - 4 Years,true
University of North Texas,Bachelor of Applied Arts and Sciences,"[Communication, Critical Thinking, Negotiation, Sales, Writing]",0,0,0,Degree , 15+ hours of study/wk per course,true
University of Michigan,Master of Public Health,"[Epidemiology]",0,0,0,Degree , 2 years,true
